"Time","mmgs"
5.478,1.22253
5.484,1.20178
5.49,1.23413
5.496,1.23474
5.502,1.25061
5.508,1.24146
5.514,1.22375
5.52,1.22772
5.526,1.21185
5.532,1.26434
5.538,1.24695
5.544,1.23444
5.55,1.21429
5.556,1.22406
5.562,1.22925
5.568,1.23413
5.574,1.22711
5.58,1.22192
5.586,1.23444
5.592,1.23444
5.598,1.21368
5.604,1.2262
5.61,1.22131
5.616,1.22772
5.622,1.23444
5.628,1.23535
5.634,1.21887
5.64,1.21979
5.646,1.22314
5.652,1.2207
5.658,1.23596
5.664,1.24542
5.67,1.21216
5.676,1.21796
5.682,1.2085
5.688,1.21979
5.694,1.24695
5.7,1.24084
5.706,1.23138
5.712,1.2381
5.718,1.22101
5.724,1.22711
5.73,1.23199
5.736,1.23993
5.742,1.24207
5.748,1.2326
5.754,1.22955
5.76,1.22192
5.766,1.21582
5.772,1.22131
5.778,1.24146
5.784,1.25
5.79,1.2262
5.796,1.2088
5.802,1.21521
5.808,1.22589
5.814,1.21948
5.82,1.24146
5.826,1.23047
5.832,1.23505
5.838,1.21979
5.844,1.22162
5.85,1.23016
5.856,1.24573
5.862,1.24329
5.868,1.23291
5.874,1.21796
5.88,1.21643
5.886,1.20514
5.892,1.22589
5.898,1.23932
5.904,1.24573
5.91,1.22864
5.916,1.22864
5.922,1.21399
5.928,1.22253
5.934,1.22559
5.94,1.22223
5.946,1.21796
5.952,1.22833
5.958,1.23047
5.964,1.19965
5.97,1.23077
5.976,1.22437
5.982,1.23871
5.988,1.23322
5.994,1.22284
6,1.21063
6.006,1.20758
6.012,1.23413
6.018,1.24023
6.024,1.24542
6.03,1.2262
6.036,1.22711
6.042,1.22498
6.048,1.22833
6.054,1.23352
6.06,1.2265
6.066,1.22498
6.072,1.22101
6.078,1.21552
6.084,1.23474
6.09,1.21765
6.096,1.21521
6.102,1.22681
6.108,1.24023
6.114,1.21185
6.12,1.2027
6.126,1.21399
6.132,1.21826
6.138,1.22253
6.144,1.26343
6.15,1.24146
6.156,1.22528
6.162,1.21552
6.168,1.21704
6.174,1.25092
6.18,1.23383
6.186,1.21582
6.192,1.22406
6.198,1.21429
6.204,1.22742
6.21,1.22681
6.216,1.22253
6.222,1.22894
6.228,1.23474
6.234,1.23413
6.24,1.21338
6.246,1.2149
6.252,1.22742
6.258,1.24023
6.264,1.23535
6.27,1.23993
6.276,1.2207
6.282,1.22009
6.288,1.21094
6.294,1.24512
6.3,1.24115
6.306,1.23047
6.312,1.22772
6.318,1.22192
6.324,1.24023
6.33,1.21765
6.336,1.22681
6.342,1.2262
6.348,1.22803
6.354,1.23016
6.36,1.21277
6.366,1.21613
6.372,1.22803
6.378,1.22223
6.384,1.21796
6.39,1.23352
6.396,1.23749
6.402,1.22101
6.408,1.22589
6.414,1.22223
6.42,1.23871
6.426,1.21765
6.432,1.22192
6.438,1.22803
6.444,1.21674
6.45,1.22162
6.456,1.21399
6.462,1.24115
6.468,1.24054
6.474,1.23444
6.48,1.23047
6.486,1.22253
6.492,1.2384
6.498,1.22955
6.504,1.20728
6.51,1.2738
6.516,1.22009
6.522,1.24634
6.528,1.24268
6.534,1.19873
6.54,1.24451
6.546,1.23444
6.552,1.23901
6.558,1.24054
6.564,1.20087
6.57,1.23322
6.576,1.22833
6.582,1.20117
6.588,1.24725
6.594,1.23322
6.6,1.23566
6.606,1.25031
6.612,1.18958
6.618,1.24725
6.624,1.22742
6.63,1.23993
6.636,1.22345
6.642,1.21246
6.648,1.21368
6.654,1.24207
6.66,1.24939
6.666,1.23077
6.672,1.23505
6.678,1.22559
6.684,1.21735
6.69,1.24542
6.696,1.24573
6.702,1.22559
6.708,1.23108
6.714,1.23993
6.72,1.23016
6.726,1.24451
6.732,1.24084
6.738,1.2207
6.744,1.24359
6.75,1.24023
6.756,1.2439
6.762,1.20972
6.768,1.22284
6.774,1.22498
6.78,1.25061
6.786,1.23016
6.792,1.23962
6.798,1.2323
6.804,1.24451
6.81,1.22864
6.816,1.23901
6.822,1.24512
6.828,1.21185
6.834,1.2265
6.84,1.23901
6.846,1.203
6.852,1.24146
6.858,1.22986
6.864,1.21857
6.87,1.2204
6.876,1.22742
6.882,1.22559
6.888,1.21429
6.894,1.23169
6.9,1.22131
6.906,1.22925
6.912,1.23016
6.918,1.23596
6.924,1.22589
